"trial.count"	"stimulus"	"study"	"age"	"condition"	"gender"	"yoke_video"	"version"	"side"	"ID"	"choices"	"light"	"which_cup"	"correct_choice"	"time_win"	"roi_c1"	"roi_c2"	"roi_c3"	"roi_cor"
9	"F2_gir2_cup2-25"	"ETPIP"	"M24"	"peer"	"0"	"f2"	"gir2"	"rig"	"247337"	"332X21113"	"light"	"3"	0	"time4"	NA	NA	NA	NA
1	"F3_gir3_cup2-9"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"3"	0	"time4"	NA	NA	NA	NA
2	"F3_gir3_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	NA	NA	"time4"	NA	NA	NA	NA
3	"F3_gir3_cup3-13"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	NA	NA	"time4"	NA	NA	NA	NA
4	"F3_gir3_cup2-15"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
5	"F3_gir3_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
6	"F3_gir3_cup1-19"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
7	"F3_gir3_cup2-21"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
8	"F3_gir3_cup3-23"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
9	"F3_gir3_cup1-25"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"245912"	"3XX231232"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
1	"F3_gir3_cup2-9"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"F3_gir3_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"1"	1	"time4"	NA	NA	NA	NA
3	"F3_gir3_cup3-13"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"1"	0	"time4"	NA	NA	NA	NA
4	"F3_gir3_cup2-15"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"1"	0	"time4"	NA	NA	NA	NA
5	"F3_gir3_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"1"	0	"time4"	NA	NA	NA	NA
6	"F3_gir3_cup1-19"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"1"	1	"time4"	NA	NA	NA	NA
7	"F3_gir3_cup2-21"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"2"	1	"time4"	NA	NA	NA	NA
8	"F3_gir3_cup3-23"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"2"	0	"time4"	1	NA	0	0
9	"F3_gir3_cup1-25"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"lef"	"247132"	"211111222"	"light"	"2"	0	"time4"	NA	NA	NA	NA
1	"F3_gir3_cup3-9"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
2	"F3_gir3_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
3	"F3_gir3_cup2-13"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	NA	NA	"time4"	0	NA	1	NA
4	"F3_gir3_cup1-15"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
5	"F3_gir3_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	NA	NA	"time4"	NA	NA	NA	NA
6	"F3_gir3_cup2-19"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"3"	0	"time4"	NA	NA	NA	NA
7	"F3_gir3_cup1-21"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
8	"F3_gir3_cup3-23"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
9	"F3_gir3_cup2-25"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"245049"	"22X2X3223"	"darks"	"3"	0	"time4"	0	NA	1	NA
1	"F3_gir3_cup3-9"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
2	"F3_gir3_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
3	"F3_gir3_cup2-13"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"1"	0	"time4"	NA	NA	NA	NA
4	"F3_gir3_cup1-15"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
5	"F3_gir3_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
6	"F3_gir3_cup2-19"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"1"	0	"time4"	NA	NA	NA	NA
7	"F3_gir3_cup1-21"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
8	"F3_gir3_cup3-23"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
9	"F3_gir3_cup2-25"	"ETPIP"	"M24"	"peer"	"0"	"f3"	"gir3"	"rig"	"247572"	"22122122X"	"light"	NA	NA	"time4"	NA	NA	NA	NA
1	"M1_boy1_cup1-9"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
2	"M1_boy1_cup3-11"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"1"	0	"time4"	NA	NA	NA	NA
3	"M1_boy1_cup2-13"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"M1_boy1_cup3-15"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
5	"M1_boy1_cup1-17"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
6	"M1_boy1_cup2-19"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"M1_boy1_cup1-21"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
8	"M1_boy1_cup2-23"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"M1_boy1_cup3-25"	"ETPIP"	"M24"	"peer"	"1"	"m1"	"boy1"	"rig"	"249480"	"112222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
1	"M2_boy2_cup1-9"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"1"	1	"time4"	1	NA	0	1
2	"M2_boy2_cup3-11"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"3"	1	"time4"	0	NA	1	1
3	"M2_boy2_cup2-13"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"M2_boy2_cup1-15"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"1"	1	"time4"	1	NA	0	1
5	"M2_boy2_cup2-17"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
6	"M2_boy2_cup3-19"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"3"	1	"time4"	0	NA	1	1
7	"M2_boy2_cup1-21"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"1"	1	"time4"	1	NA	0	1
8	"M2_boy2_cup2-23"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"M2_boy2_cup3-25"	"ETPIP"	"M24"	"peer"	"1"	"m2"	"boy2"	"rig"	"245070"	"132123123"	"darks"	"3"	1	"time4"	0	NA	1	1
1	"M3_boy3_cup3-9"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	0	"time4"	1	NA	0	0
2	"M3_boy3_cup1-11"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	0	"time4"	1	NA	0	1
3	"M3_boy3_cup2-13"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	1	"time4"	1	NA	0	NA
4	"M3_boy3_cup1-15"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
5	"M3_boy3_cup2-17"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	1	"time4"	1	NA	0	NA
6	"M3_boy3_cup3-19"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
7	"M3_boy3_cup1-21"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
8	"M3_boy3_cup2-23"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"M3_boy3_cup3-25"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"245382"	"222222222"	"darks"	"2"	0	"time4"	1	NA	0	0
1	"M3_boy3_cup3-9"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"3"	1	"time4"	0	NA	1	1
2	"M3_boy3_cup1-11"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"2"	0	"time4"	1	NA	0	1
3	"M3_boy3_cup2-13"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"2"	1	"time4"	1	NA	0	NA
4	"M3_boy3_cup1-15"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"1"	1	"time4"	1	NA	0	1
5	"M3_boy3_cup2-17"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"2"	1	"time4"	1	NA	0	NA
6	"M3_boy3_cup3-19"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"2"	0	"time4"	1	NA	0	0
7	"M3_boy3_cup1-21"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"M3_boy3_cup2-23"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"2"	1	"time4"	1	NA	0	NA
9	"M3_boy3_cup3-25"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"lef"	"246823"	"322122123"	"light"	"3"	1	"time4"	0.156862745098039	NA	0.996365288505225	0.996365288505225
1	"M3_boy3_cup3-9"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	0	"time4"	0	NA	1	1
2	"M3_boy3_cup2-11"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	1	"time4"	0	NA	1	NA
3	"M3_boy3_cup1-13"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	0	"time4"	0	NA	1	0
4	"M3_boy3_cup3-15"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	0	"time4"	0	NA	1	1
5	"M3_boy3_cup1-17"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	0	"time4"	0	NA	1	0
6	"M3_boy3_cup2-19"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	1	"time4"	NA	NA	NA	NA
7	"M3_boy3_cup3-21"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	0	"time4"	NA	NA	NA	NA
8	"M3_boy3_cup2-23"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"245386"	"22222222X"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"M3_boy3_cup3-9"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"2"	0	"time4"	0	NA	1	1
2	"M3_boy3_cup2-11"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"2"	1	"time4"	0	NA	1	NA
3	"M3_boy3_cup1-13"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"1"	1	"time4"	0	NA	1	0
4	"M3_boy3_cup3-15"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"3"	1	"time4"	0	NA	1	1
5	"M3_boy3_cup1-17"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"1"	1	"time4"	0	NA	1	0
6	"M3_boy3_cup2-19"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"M3_boy3_cup3-21"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"3"	1	"time4"	0	NA	1	1
8	"M3_boy3_cup2-23"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"2"	1	"time4"	0	NA	1	NA
9	"M3_boy3_cup1-25"	"ETPIP"	"M24"	"peer"	"1"	"m3"	"boy3"	"rig"	"246161"	"221312321"	"darks"	"1"	1	"time4"	0	NA	1	0
1	"F1_wom1_cup3-9"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
2	"F1_wom1_cup1-11"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"1"	1	"time4"	1	NA	0	1
3	"F1_wom1_cup2-13"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"F1_wom1_cup1-15"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
5	"F1_wom1_cup3-17"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
6	"F1_wom1_cup2-19"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"F1_wom1_cup3-21"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
8	"F1_wom1_cup2-23"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"F1_wom1_cup1-25"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"lef"	"243139"	"312132321"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
1	"F1_wom1_cup1-9"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	NA	NA	"time4"	1	NA	0	1
2	"F1_wom1_cup2-11"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"2"	1	"time4"	NA	NA	NA	NA
3	"F1_wom1_cup3-13"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"3"	1	"time4"	NA	NA	NA	NA
4	"F1_wom1_cup2-15"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"2"	1	"time4"	NA	NA	NA	NA
5	"F1_wom1_cup1-17"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"1"	1	"time4"	1	NA	0	1
6	"F1_wom1_cup3-19"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"3"	1	"time4"	NA	NA	NA	NA
7	"F1_wom1_cup1-21"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"1"	1	"time4"	1	NA	0	1
8	"F1_wom1_cup3-23"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"2"	0	"time4"	NA	NA	NA	NA
9	"F1_wom1_cup2-25"	"ETPIP"	"M36"	"adul"	"0"	"f1"	"wom1"	"rig"	"246404"	"X23213122"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"F2_wom2_cup1-9"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
2	"F2_wom2_cup3-11"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"3"	1	"time4"	0.0909090909090909	NA	0.990990990990991	0.990990990990991
3	"F2_wom2_cup2-13"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"F2_wom2_cup3-15"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
5	"F2_wom2_cup2-17"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
6	"F2_wom2_cup1-19"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
7	"F2_wom2_cup3-21"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
8	"F2_wom2_cup2-23"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"F2_wom2_cup1-25"	"ETPIP"	"M36"	"adul"	"0"	"f2"	"wom2"	"rig"	"241176"	"132321321"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
1	"F3_wom3_cup1-9"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	0	"time4"	1	NA	0	1
2	"F3_wom3_cup3-11"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
3	"F3_wom3_cup2-13"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"F3_wom3_cup1-15"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	0	"time4"	1	NA	0	1
5	"F3_wom3_cup2-17"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
6	"F3_wom3_cup3-19"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
7	"F3_wom3_cup2-21"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
8	"F3_wom3_cup3-23"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
9	"F3_wom3_cup1-25"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"242499"	"222223232"	"darks"	"2"	0	"time4"	1	NA	0	1
1	"F3_wom3_cup1-9"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"1"	1	"time4"	1	NA	0	1
2	"F3_wom3_cup3-11"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"3"	1	"time4"	NA	NA	NA	NA
3	"F3_wom3_cup2-13"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"2"	1	"time4"	NA	NA	NA	NA
4	"F3_wom3_cup1-15"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"1"	1	"time4"	1	NA	0	1
5	"F3_wom3_cup2-17"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"2"	1	"time4"	NA	NA	NA	NA
6	"F3_wom3_cup3-19"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"3"	1	"time4"	NA	NA	NA	NA
7	"F3_wom3_cup2-21"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"2"	1	"time4"	NA	NA	NA	NA
8	"F3_wom3_cup3-23"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"3"	1	"time4"	0	NA	1	1
9	"F3_wom3_cup1-25"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"lef"	"243057"	"132123231"	"light"	"1"	1	"time4"	1	NA	0	1
1	"F3_wom3_cup2-9"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
2	"F3_wom3_cup3-11"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"3"	1	"time4"	0	NA	1	1
3	"F3_wom3_cup1-13"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
4	"F3_wom3_cup3-15"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"2"	0	"time4"	0	NA	1	1
5	"F3_wom3_cup2-17"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
6	"F3_wom3_cup1-19"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"1"	1	"time4"	0	NA	1	0
7	"F3_wom3_cup3-21"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
8	"F3_wom3_cup2-23"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"F3_wom3_cup1-25"	"ETPIP"	"M36"	"adul"	"0"	"f3"	"wom3"	"rig"	"243583"	"231221221"	"darks"	"1"	1	"time4"	1	NA	0	1
1	"M1_man1_cup2-9"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"M1_man1_cup1-11"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"1"	1	"time4"	1	NA	0	1
3	"M1_man1_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
4	"M1_man1_cup1-15"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"1"	1	"time4"	1	NA	0	1
