"trial.count"	"stimulus"	"study"	"age"	"condition"	"gender"	"yoke_video"	"version"	"side"	"ID"	"choices"	"light"	"which_cup"	"correct_choice"	"time_win"	"roi_c1"	"roi_c2"	"roi_c3"	"roi_cor"
5	"M1_man1_cup2-17"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
6	"M1_man1_cup3-19"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
7	"M1_man1_cup1-21"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"1"	1	"time4"	1	NA	0	1
8	"M1_man1_cup3-23"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
9	"M1_man1_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"243130"	"213123132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"M1_man1_cup2-9"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"M1_man1_cup1-11"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
3	"M1_man1_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
4	"M1_man1_cup1-15"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
5	"M1_man1_cup2-17"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"2"	1	"time4"	1	NA	0	NA
6	"M1_man1_cup3-19"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
7	"M1_man1_cup1-21"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"M1_man1_cup3-23"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
9	"M1_man1_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"lef"	"244112"	"213123132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"M1_man1_cup2-9"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"M1_man1_cup3-11"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"3"	1	"time4"	0	NA	1	1
3	"M1_man1_cup1-13"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"1"	1	"time4"	NA	NA	NA	NA
4	"M1_man1_cup2-15"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"2"	1	"time4"	0	NA	1	NA
5	"M1_man1_cup3-17"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"3"	1	"time4"	0	NA	1	1
6	"M1_man1_cup1-19"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"1"	1	"time4"	1	NA	0	1
7	"M1_man1_cup3-21"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"3"	1	"time4"	NA	NA	NA	NA
8	"M1_man1_cup1-23"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"1"	1	"time4"	NA	NA	NA	NA
9	"M1_man1_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m1"	"man1"	"rig"	"244026"	"231231312"	"light"	"2"	1	"time4"	0	NA	1	NA
1	"M2_man2_cup1-9"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"1"	1	"time4"	1	NA	0	1
2	"M2_man2_cup3-11"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"3"	1	"time4"	0	NA	1	1
3	"M2_man2_cup2-13"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"2"	1	"time4"	NA	NA	NA	NA
4	"M2_man2_cup1-15"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"1"	1	"time4"	NA	NA	NA	NA
5	"M2_man2_cup2-17"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"2"	1	"time4"	NA	NA	NA	NA
6	"M2_man2_cup3-19"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"3"	1	"time4"	NA	NA	NA	NA
7	"M2_man2_cup1-21"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"1"	1	"time4"	1	NA	0	1
8	"M2_man2_cup3-23"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"3"	1	"time4"	NA	NA	NA	NA
9	"M2_man2_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"242370"	"132123131"	"light"	"1"	0	"time4"	NA	NA	NA	NA
1	"M2_man2_cup1-9"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"1"	1	"time4"	1	NA	0	1
2	"M2_man2_cup3-11"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"3"	1	"time4"	0	NA	1	1
3	"M2_man2_cup2-13"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"M2_man2_cup1-15"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"1"	1	"time4"	1	NA	0	1
5	"M2_man2_cup2-17"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
6	"M2_man2_cup3-19"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"3"	1	"time4"	0	NA	1	1
7	"M2_man2_cup1-21"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"1"	1	"time4"	1	NA	0	1
8	"M2_man2_cup3-23"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"3"	1	"time4"	0	NA	1	1
9	"M2_man2_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"lef"	"244170"	"132123132"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
1	"M2_man2_cup1-9"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
2	"M2_man2_cup2-11"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
3	"M2_man2_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"3"	1	"time4"	0	NA	1	1
4	"M2_man2_cup2-15"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
5	"M2_man2_cup1-17"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
6	"M2_man2_cup3-19"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"3"	1	"time4"	0	NA	1	1
7	"M2_man2_cup1-21"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"M2_man2_cup3-23"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"3"	1	"time4"	0	NA	1	1
9	"M2_man2_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242240"	"123213132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"M2_man2_cup1-9"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
2	"M2_man2_cup2-11"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
3	"M2_man2_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"3"	1	"time4"	0	NA	1	1
4	"M2_man2_cup2-15"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
5	"M2_man2_cup1-17"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"1"	1	"time4"	1	NA	0	1
6	"M2_man2_cup3-19"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"3"	1	"time4"	0	NA	1	1
7	"M2_man2_cup1-21"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"1"	1	"time4"	1	NA	0	1
8	"M2_man2_cup3-23"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	"3"	1	"time4"	0	NA	1	1
9	"M2_man2_cup2-25"	"ETPIP"	"M36"	"adul"	"1"	"m2"	"man2"	"rig"	"242712"	"12321313X"	"darks"	NA	NA	"time4"	NA	NA	NA	NA
1	"M3_man3_cup2-9"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"M3_man3_cup1-11"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"2"	0	"time4"	NA	NA	NA	NA
3	"M3_man3_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"3"	1	"time4"	0.8	NA	0.714285714285714	0.714285714285714
4	"M3_man3_cup2-15"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"2"	1	"time4"	1	NA	0	NA
5	"M3_man3_cup3-17"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"2"	0	"time4"	0.5	NA	0.888888888888889	0.888888888888889
6	"M3_man3_cup1-19"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"1"	1	"time4"	1	NA	0	1
7	"M3_man3_cup2-21"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"2"	1	"time4"	NA	NA	NA	NA
8	"M3_man3_cup1-23"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	NA	NA	"time4"	1	NA	0	1
9	"M3_man3_cup3-25"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"243888"	"2232212X3"	"light"	"3"	1	"time4"	NA	NA	NA	NA
1	"M3_man3_cup2-9"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"M3_man3_cup1-11"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"1"	1	"time4"	NA	NA	NA	NA
3	"M3_man3_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"3"	1	"time4"	0.138888888888889	NA	0.995539696699376	0.995539696699376
4	"M3_man3_cup2-15"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"2"	1	"time4"	NA	NA	NA	NA
5	"M3_man3_cup3-17"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"3"	1	"time4"	0.166666666666667	NA	0.997229916897507	0.997229916897507
6	"M3_man3_cup1-19"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"1"	1	"time4"	NA	NA	NA	NA
7	"M3_man3_cup2-21"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"2"	1	"time4"	NA	NA	NA	NA
8	"M3_man3_cup1-23"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"1"	1	"time4"	NA	NA	NA	NA
9	"M3_man3_cup3-25"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"lef"	"247728"	"213231213"	"light"	"3"	1	"time4"	0.428571428571429	NA	0.96551724137931	0.96551724137931
1	"M3_man3_cup2-9"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"M3_man3_cup1-11"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	0	"time4"	NA	NA	NA	NA
3	"M3_man3_cup3-13"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"3"	1	"time4"	0.138888888888889	NA	0.995539696699376	0.995539696699376
4	"M3_man3_cup2-15"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	1	"time4"	NA	NA	NA	NA
5	"M3_man3_cup3-17"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	0	"time4"	0.166666666666667	NA	0.997229916897507	0.997229916897507
6	"M3_man3_cup1-19"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"1"	1	"time4"	NA	NA	NA	NA
7	"M3_man3_cup2-21"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	1	"time4"	NA	NA	NA	NA
8	"M3_man3_cup1-23"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	0	"time4"	NA	NA	NA	NA
9	"M3_man3_cup3-25"	"ETPIP"	"M36"	"adul"	"1"	"m3"	"man3"	"rig"	"244984"	"223221222"	"light"	"2"	0	"time4"	0.428571428571429	NA	0.96551724137931	0.96551724137931
1	"F1_gir1_cup2-9"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
2	"F1_gir1_cup1-11"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"1"	1	"time4"	1	NA	0	1
3	"F1_gir1_cup3-13"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
4	"F1_gir1_cup1-15"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
5	"F1_gir1_cup3-17"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
6	"F1_gir1_cup2-19"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"F1_gir1_cup1-21"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
8	"F1_gir1_cup2-23"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"F1_gir1_cup3-25"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"242356"	"213132123"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
1	"F1_gir1_cup2-9"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
2	"F1_gir1_cup1-11"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"2"	0	"time4"	NA	NA	NA	NA
3	"F1_gir1_cup3-13"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"3"	1	"time4"	NA	NA	NA	NA
4	"F1_gir1_cup1-15"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
5	"F1_gir1_cup3-17"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"3"	1	"time4"	NA	NA	NA	NA
6	"F1_gir1_cup2-19"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
7	"F1_gir1_cup1-21"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"F1_gir1_cup2-23"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
9	"F1_gir1_cup3-25"	"ETPIP"	"M36"	"peer"	"0"	"f1"	"gir1"	"lef"	"243121"	"223132123"	"light"	"3"	1	"time4"	NA	NA	NA	NA
1	"F2_gir2_cup1-9"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"2"	0	"time4"	NA	NA	NA	NA
2	"F2_gir2_cup2-11"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
3	"F2_gir2_cup3-13"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
4	"F2_gir2_cup2-15"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
5	"F2_gir2_cup1-17"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
6	"F2_gir2_cup3-19"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"3"	1	"time4"	NA	NA	NA	NA
7	"F2_gir2_cup1-21"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"1"	1	"time4"	NA	NA	NA	NA
8	"F2_gir2_cup3-23"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"3"	1	"time4"	0	NA	1	1
9	"F2_gir2_cup2-25"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243015"	"223213132"	"light"	"2"	1	"time4"	NA	NA	NA	NA
1	"F2_gir2_cup1-9"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
2	"F2_gir2_cup2-11"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
3	"F2_gir2_cup3-13"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
4	"F2_gir2_cup2-15"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	1	"time4"	0	NA	1	NA
5	"F2_gir2_cup1-17"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
6	"F2_gir2_cup3-19"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
7	"F2_gir2_cup1-21"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"3"	0	"time4"	NA	NA	NA	NA
8	"F2_gir2_cup3-23"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"3"	1	"time4"	0	NA	1	1
9	"F2_gir2_cup2-25"	"ETPIP"	"M36"	"peer"	"0"	"f2"	"gir2"	"rig"	"243890"	"222222332"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
1	"F3_gir3_cup3-9"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
2	"F3_gir3_cup1-11"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"1"	1	"time4"	1	NA	0	1
3	"F3_gir3_cup2-13"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
4	"F3_gir3_cup1-15"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
5	"F3_gir3_cup3-17"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"3"	1	"time4"	0	NA	1	1
6	"F3_gir3_cup2-19"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"F3_gir3_cup1-21"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
8	"F3_gir3_cup3-23"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
9	"F3_gir3_cup2-25"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"243482"	"312132132"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
1	"F3_gir3_cup3-9"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"3"	1	"time4"	NA	NA	NA	NA
2	"F3_gir3_cup1-11"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"3"	0	"time4"	NA	NA	NA	NA
3	"F3_gir3_cup2-13"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"2"	1	"time4"	NA	NA	NA	NA
4	"F3_gir3_cup1-15"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"2"	0	"time4"	NA	NA	NA	NA
5	"F3_gir3_cup3-17"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"2"	0	"time4"	NA	NA	NA	NA
6	"F3_gir3_cup2-19"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"2"	1	"time4"	NA	NA	NA	NA
7	"F3_gir3_cup1-21"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"3"	0	"time4"	NA	NA	NA	NA
8	"F3_gir3_cup3-23"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"3"	1	"time4"	0	NA	1	1
9	"F3_gir3_cup2-25"	"ETPIP"	"M36"	"peer"	"0"	"f3"	"gir3"	"rig"	"247334"	"332222333"	"light"	"3"	0	"time4"	NA	NA	NA	NA
1	"M1_boy1_cup2-9"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
2	"M1_boy1_cup1-11"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
3	"M1_boy1_cup3-13"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
4	"M1_boy1_cup1-15"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
5	"M1_boy1_cup3-17"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"3"	1	"time4"	NA	NA	NA	NA
6	"M1_boy1_cup2-19"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
7	"M1_boy1_cup1-21"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"1"	1	"time4"	NA	NA	NA	NA
8	"M1_boy1_cup2-23"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"2"	1	"time4"	NA	NA	NA	NA
9	"M1_boy1_cup3-25"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"243451"	"213132122"	"darks"	"2"	0	"time4"	NA	NA	NA	NA
1	"M1_boy1_cup2-9"	"ETPIP"	"M36"	"peer"	"1"	"m1"	"boy1"	"lef"	"245911"	"213132123"	"light"	"2"	1	"time4"	NA	NA	NA	NA
