nr	slot	ET	age_number	study	age	cond	sex	video	yoke	left_right	id	agem	aged	trial	min	sec	hide	choice	corr	valid	imitation	imi_what	imitator	daycare	oldersibs	sibs	sib_age1	sib_age2	sib_age3	friends	q1a	q1b	q2	q3	q4	q5	q6	q6_rev	q7	peer_mean
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	1	4	21	2	2	1	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	2	5	11	3	2	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	3	5	49	1	2	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	4	6	20	2	1	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	5	7	0	3	1	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	6	7	35	1	2	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	7	8	27	3	2	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	8	9	0	1	2	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	8	ET	26	ETPIP	M24	adul	1	man1	m1	rig	8835264	26	808	9	9	40	2	1	0	in	0	0	0	1	0	1	0,2	na	na	1	40	5	4	4	4	3	3	3	3	3,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	1	4	5	1	2	0	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	2	4	50	3	3	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	3	5	25	2	2	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	4	6	14	1	1	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	5	6	50	2	2	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	6	7	24	3	3	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	7	8	4	1	1	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	8	8	40	3	1	0	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	9		26	ETPIP	M24	adul	1	man2	m2	lef	8887212	26	807	9	9	24	2	2	1	in	0	0	0	1	0	0	na	na	na	0	40	0	4	5	5	3	1	5	5	4,5
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	1	5	50	1	1	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	2	6	50	2	2	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	3	7	20	3	2	0	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	4	7	55	2	3	0	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	5	8	40	1	1	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	6	9	25	3	3	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	7	10	0	1	1	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	8	10	40	3	3	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	10		26	ETPIP	M24	adul	1	man2	m2	rig	8905968	26	811	9	11	20	2	2	1	in	0	0	0	1	0	0	na	na	na	1	45	5	3	5	5	4	3	3	3	3,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	1	4	35	1	1	1	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	2	5	24	2	2	1	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	3	6	0	3	3	1	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	4	6	30	2	2	1	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	5	7	5	3	3	1	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	6	7	40	1	1	1	in	1	point	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	7	8	7	2	2	1	in	1	point	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	8	9	0	1	2	0	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	11	ET	26	ETPIP	M24	adul	1	man3	m3	lef	8851680	26	813	9	9	30	3	3	1	in	0	0	1	1	0	0	na	na	na	1	50	50	5	5	5	5	2	4	5	4,833333333
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	1	6	35	2	2	1	in	0	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	2	6	55	1	2	0	in	0	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	4	8	15	2	2	1	in	0	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	5	8	50	3	2	0	in	0	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	6	9	30	1	2	0	in	0	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	7	10	0	2	2	1	in	0	0	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	8	10	35	1	2	0	in	1	point	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	12		25	ETPIP	M24	adul	1	man3	m3	rig	8870220	25	787	9	11	27	3	2	0	in	1	point	1	1	0	0	na	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	1	4	34	2	2	1	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	2	5	30	1	2	0	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	3	6	10	3	1	0	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	4	6	50	1	1	1	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	5	7	30	3	1	0	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	6	8	20	2	2	1	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	7	8	50	1	1	1	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	8	9	24	2	3	0	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	13		26	ETPIP	M24	peer	0	gir1	f1	lef	8819820	26	812	9	10	17	3	2	0	in	0	0	0	1	0	0	na	na	na	1	30	20	3	5	4	4	4	2	3	3,5
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	1	4	22	1	2	0	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	2	5	18	2	2	1	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	3	5	50	3	2	0	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	4	6	30	2	1	0	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	5	7	10	1	3	0	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	6	7	55	3	3	1	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	8	8	34	2	1	0	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	14	ET	25	ETPIP	M24	peer	0	gir1	f1	rig	8942868	25	778	9	9	13	3	3	1	in	0	0	0	1	1	1	5	na	na	1	40	40	3	4	4	4	2	4	4	3,833333333
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	1	3	50	2	2	1	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	2	4	30	1	2	0	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	3	5	5	3	3	1	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	4	5	40	2	1	0	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	5	6	16	1	1	1	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	6	6	50	3	3	1	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	7	7	25	2	2	1	in	0	0	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	8	8	5	1	1	1	in	1	att	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	15	ET	26	ETPIP	M24	peer	0	gir2	f2	lef	8858988	26	816	9	8	50	3	3	1	in	1	att	1	1	1	1	6	na	na	na	na	na	na	na	na	na	na	n5	na	na
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	1	4	0	3	3	1	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	2	4	50	2	3	0	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	3	5	18	1	2	0	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	5	6	50	1	2	0	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	6	7	34	3	1	0	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	7	8	30	1	1	1	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	8	9	14	3	1	0	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	16	ET	26	ETPIP	M24	peer	0	gir2	f2	rig	8904132	26	804	9	9	55	2	3	0	in	0	0	0	1	1	1	4	na	na	1	49	42	5	5	4	4	2	4	3	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	1	5	25	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	2	5	55	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	3	6	37	3	1	0	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	4	7	9	2	1	0	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	5	7	50	3	1	0	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	6	8	25	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	7	8	55	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	8	9	30	3	2	0	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	17	ET	26	ETPIP	M24	peer	0	gir3	f3	lef	8896752	26	797	9	9	55	1	2	0	in	0	0	0	1	0	0	na	na	na	1	40	40	4	5	5	4	3	3	4	4,166666667
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	1	6	33	3	2	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	2	7	10	1	2	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	3	7	45	2	1	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	4	8	24	1	2	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	5	9	0	3	2	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	6	9	40	2	1	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	7	10	25	1	2	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	18	ET	26	ETPIP	M24	peer	0	gir3	f3	rig	8912592	26	814	8	11	12	3	2	0	in	0	0	0	0	1	1	23	na	na	1	15	2	4	5	4	3	4	2	3	3,5
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	1	2	22	3	2	0	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	2	2	55	1	2	0	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	3	3	40	2	2	1	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	4	4	13	1	2	0	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	5	4	50	3	3	1	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	6	5	24	2	2	1	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	7	6	3	3	2	0	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	8	6	35	2	2	1	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	19		25	ETPIP	M24	adul	0	wom1	f1	lef	8891748	25	790	9	7	10	1	2	0	in	0	0	0	1	0	1	0.4	na	na	1	35	na	3	4	5	3	5	1	2	3
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	1	2	45	1	1	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	2	2	15	2	2	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	3	3	57	3	2	0	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	4	4	20	2	2	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	5	5	5	1	1	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	6	5	40	3	3	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	7	6	25	1	1	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	8	7	0	3	2	0	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	20		26	ETPIP	M24	adul	0	wom1	f1	rig	8908308	26	794	9	7	44	2	2	1	in	0	0	0	1	1	2	12	15	na	1	40	5	3	4	4	2	5	1	3	2,833333333
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	1	6	30	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	2	7	15	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	3	7	50	3	3	1	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	4	8	30	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	5	9	5	3	2	0	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	6	9	55	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	7	10	45	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	8	11	21	3	2	0	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	21		26	ETPIP	M24	adul	0	wom2	f2	lef	8895312	26	817	9	12	10	1	2	0	in	0	0	0	1	0	0	na	na	na	1	40	NA	5	5	2	5	3	3	4	4
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	1	7	45	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	3	8	12	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	4	8	55	3	3	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	5	9	20	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	6	10	0	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	7	10	33	3	3	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	8	11	10	2	2	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	22	ET	26	ETPIP	M24	adul	0	wom2	f2	rig	8936820	26	804	9	11	45	1	1	1	in	0	0	0	1	0	0	na	na	na	1	40	0	4	5	5	4	3	3	4	4,166666667
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	1	5	25	3	2	0	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	2	6	5	2	2	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	3	6	40	1	1	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	4	7	15	2	2	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	5	7	45	1	1	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	6	8	15	3	3	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	7	8	55	2	2	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	8	9	30	3	3	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	23		25	ETPIP	M24	adul	0	wom3	f3	lef	8932572	25	781	9	10	5	1	1	1	in	0	0	0	1	1	1	5	na	na	1	40	10	4	5	5	5	2	4	3	4,333333333
0	24	ET	27	ETPIP	M24	adul	0	wom3	f3	rig	8891568	27	823	1	4	40	3	2	0	in	1	att	1	1	0	0	na	na	na	1	35	0	3	5	5	4	3	3	5	4,166666667
0	24	ET	27	ETPIP	M24	adul	0	wom3	f3	rig	8891568	27	823	2	5	15	2	2	1	in	0	0	1	1	0	0	na	na	na	1	35	0	3	5	5	4	3	3	5	4,166666667
0	24	ET	27	ETPIP	M24	adul	0	wom3	f3	rig	8891568	27	823	3	5	55	1	3	0	in	0	0	1	1	0	0	na	na	na	1	35	0	3	5	5	4	3	3	5	4,166666667
0	24	ET	27	ETPIP	M24	adul	0	wom3	f3	rig	8891568	27	823	4	6	30	3	3	1	in	0	0	1	1	0	0	na	na	na	1	35	0	3	5	5	4	3	3	5	4,166666667
0	24	ET	27	ETPIP	M24	adul	0	wom3	f3	rig	8891568	27	823	5	7	5	2	2	1	in	0	0	1	1	0	0	na	na	na	1	35	0	3	5	5	4	3	3	5	4,166666667
