"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"
"M2_man2_cup3-23"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"lef"	"246867"	"232123112"	"light"	"1"	"0"	"cup3"	"1"	"NaN"	"NaN"	"0.571428571428571"	"1"
"M2_man2_cup3-23"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"lef"	"246867"	"232123112"	"light"	"1"	"0"	"correct"	"1"	"NaN"	"NaN"	"0.571428571428571"	"1"
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"lef"	"246867"	"232123112"	"light"	"2"	"1"	"cup1"	"0"	"NaN"	"NaN"	"NaN"	"NaN"
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"lef"	"246867"	"232123112"	"light"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"lef"	"246867"	"232123112"	"light"	"2"	"1"	"cup3"	"1"	"NaN"	"NaN"	"NaN"	"NaN"
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"lef"	"246867"	"232123112"	"light"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M2_man2_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup1"	"0"	"NaN"	"0"	"0.9375"	"1"
"M2_man2_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup3"	"1"	"NaN"	"1"	"0.516129032258065"	"0"
"M2_man2_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"correct"	"0"	"NaN"	"0"	"0.9375"	"1"
"M2_man2_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M2_man2_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M2_man2_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M2_man2_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"cup1"	"0"	"NaN"	"NaN"	"0"	"0"
"M2_man2_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"cup3"	"1"	"NaN"	"NaN"	"1"	"1"
"M2_man2_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"correct"	"1"	"NaN"	"NaN"	"1"	"1"
"M2_man2_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup1"	"0"	"0"	"0"	"0"	"0"
"M2_man2_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup3"	"1"	"1"	"1"	"1"	"1"
"M2_man2_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M2_man2_cup1-17"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup1"	"0"	"NaN"	"0"	"1"	"0.166666666666667"
"M2_man2_cup1-17"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup1-17"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup3"	"1"	"NaN"	"1"	"0"	"0.983606557377049"
"M2_man2_cup1-17"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"correct"	"0"	"NaN"	"0"	"1"	"0.166666666666667"
"M2_man2_cup3-19"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"cup1"	"0"	"NaN"	"NaN"	"NaN"	"0"
"M2_man2_cup3-19"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup3-19"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"cup3"	"1"	"NaN"	"NaN"	"NaN"	"1"
"M2_man2_cup3-19"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"3"	"1"	"correct"	"1"	"NaN"	"NaN"	"NaN"	"1"
"M2_man2_cup1-21"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"1"	"1"	"cup1"	"0"	"NaN"	"0"	"NaN"	"0"
"M2_man2_cup1-21"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"1"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup1-21"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"1"	"1"	"cup3"	"1"	"NaN"	"1"	"NaN"	"1"
"M2_man2_cup1-21"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"1"	"1"	"correct"	"0"	"NaN"	"0"	"NaN"	"0"
"M2_man2_cup3-23"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup1"	"0"	"NaN"	"NaN"	"0"	"0"
"M2_man2_cup3-23"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup3-23"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"cup3"	"1"	"NaN"	"NaN"	"1"	"1"
"M2_man2_cup3-23"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"0"	"correct"	"1"	"NaN"	"NaN"	"1"	"1"
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup1"	"0"	"0"	"NaN"	"NaN"	"NaN"
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"cup3"	"1"	"1"	"NaN"	"NaN"	"NaN"
"M2_man2_cup2-25"	"ETPIP"	"M24"	"adul"	"1"	"m2"	"man2"	"rig"	"245553"	"223223122"	"darks"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup2-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup2-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup1-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup1-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"0"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"0"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"0"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"1"	"0"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"0"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"0"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"0"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"0"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"2"	"0"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"244951"	"211333223"	"darks"	"3"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"M3_man3_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"cup1"	"1"	"1"	"1"	"1"	"NaN"
"M3_man3_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"cup3"	"0"	"0"	"0"	"0"	"NaN"
"M3_man3_cup1-9"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"correct"	"1"	"1"	"1"	"1"	"NaN"
"M3_man3_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup1"	"1"	"NaN"	"NaN"	"NaN"	"1"
"M3_man3_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup3"	"0"	"NaN"	"NaN"	"NaN"	"0"
"M3_man3_cup2-11"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"0.931034482758621"	"NaN"
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"0.682352941176471"	"NaN"
"M3_man3_cup3-13"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"0.682352941176471"	"NaN"
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"1"
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"0"
"M3_man3_cup2-15"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"1"	"NaN"
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"0"	"NaN"
"M3_man3_cup3-17"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"0"	"NaN"
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"cup1"	"NaN"	"NaN"	"1"	"1"	"NaN"
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"cup3"	"NaN"	"NaN"	"0"	"0"	"NaN"
"M3_man3_cup1-19"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"1"	"1"	"correct"	"NaN"	"NaN"	"1"	"1"	"NaN"
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"1"
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"0"
"M3_man3_cup2-21"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"0"	"cup1"	"NaN"	"0"	"1"	"1"	"1"
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"0"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"0"	"cup3"	"NaN"	"1"	"0"	"0"	"0"
"M3_man3_cup1-23"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"2"	"0"	"correct"	"NaN"	"0"	"1"	"1"	"1"
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"0.909090909090909"	"NaN"
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"0.523809523809524"	"NaN"
"M3_man3_cup3-25"	"ETPIP"	"M24"	"adul"	"1"	"m3"	"man3"	"lef"	"245880"	"123231223"	"light"	"3"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"0.523809523809524"	"NaN"
"F1_gir1_cup2-9"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"2"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"F1_gir1_cup2-9"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"2"	"1"	"cup2"	NA	NA	NA	NA	NA
"F1_gir1_cup2-9"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"2"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"NaN"
"F1_gir1_cup2-9"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"2"	"1"	"correct"	NA	NA	NA	NA	NA
"F1_gir1_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"1"	"NaN"
"F1_gir1_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"cup2"	NA	NA	NA	NA	NA
"F1_gir1_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"0"	"NaN"
"F1_gir1_cup1-11"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"1"	"NaN"
"F1_gir1_cup3-13"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"0"
"F1_gir1_cup3-13"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"F1_gir1_cup3-13"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"1"
"F1_gir1_cup3-13"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"NaN"	"1"
"F1_gir1_cup1-15"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"1"	"1"
"F1_gir1_cup1-15"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"cup2"	NA	NA	NA	NA	NA
"F1_gir1_cup1-15"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"0"	"0"
"F1_gir1_cup1-15"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"1"	"1"	"correct"	"NaN"	"NaN"	"NaN"	"1"	"1"
"F1_gir1_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"cup1"	"NaN"	"NaN"	"NaN"	"NaN"	"0"
"F1_gir1_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"cup2"	NA	NA	NA	NA	NA
"F1_gir1_cup3-17"	"ETPIP"	"M24"	"peer"	"0"	"f1"	"gir1"	"lef"	"245554"	"213132123"	"darks"	"3"	"1"	"cup3"	"NaN"	"NaN"	"NaN"	"NaN"	"1"
